User,Credit Policty,Loan Purpose,Interest Rate,Installment,DTI,Days with Credit Line,Revolving Bal,Revol_Util,Inq Last 6mos,Delinq 2yrs,Public Record,Not Fully Paid
644,1,Debt Consolidation,0.1568,525.03,22.16,2970,24143,59.5,1,0,0,1
645,1,Debt Consolidation,0.16,527.36,7.39,7800.041667,11307,50,3,0,0,0
646,0,All Other,0.1324,169.05,9.22,4949.958333,3024,65.7,1,0,2,0
647,1,All Other,0.1704,356.75,10.67,2039.958333,15575,97.3,0,0,0,0
648,1,All Other,0.1426,68.62,15.38,2819.958333,3759,80,0,1,0,0
649,1,Debt Consolidation,0.1496,207.87,15.65,5461,1824,67.6,0,2,0,0
650,1,Debt Consolidation,0.1635,559.97,22.84,8585.958333,14958,71.6,0,0,0,1
651,1,All Other,0.1496,86.62,9.66,5999.958333,19487,86.6,3,1,0,0
652,1,Debt Consolidation,0.1426,48.03,13.83,3869.958333,3163,53.6,2,0,0,0
653,1,Debt Consolidation,0.1565,314.88,15.42,4289.958333,16286,89.5,0,0,0,1
654,1,All Other,0.1531,278.53,16.52,2459.958333,7959,33.2,3,0,0,0
655,1,Debt Consolidation,0.16,457.05,23.89,2190,58686,80.8,2,0,0,0
656,1,All Other,0.1704,214.05,12.42,2160,8765,95.3,1,0,0,0
657,1,Debt Consolidation,0.1531,313.34,6.14,6960,5776,77,1,0,0,1
658,1,Debt Consolidation,0.1635,529.94,16.66,4619.958333,29319,61.5,0,0,0,0
659,1,Debt Consolidation,0.1565,489.81,6,3270,1221,12.2,3,0,0,0
660,1,All Other,0.16,98.45,14.77,1319.958333,339,12.1,2,0,0,1
661,1,Debt Consolidation,0.16,421.89,23.85,6089.958333,61956,85.6,2,1,0,0
662,1,Debt Consolidation,0.16,189.85,10.61,3119.958333,1487,92.9,0,0,0,0
663,1,All Other,0.1913,201.97,3.58,5130,0,74.4,1,0,0,0
664,1,All Other,0.1531,261.12,21.15,2910,722,60.2,2,0,0,1
665,1,Debt Consolidation,0.1387,655,7.16,12554.04167,12301,56.4,1,0,0,0
666,1,Debt Consolidation,0.1229,200.12,14.77,4830,22635,45.5,0,0,0,0
667,1,All Other,0.1324,307.67,7.37,7020,14421,83.8,0,2,0,0
668,1,Debt Consolidation,0.1197,199.2,6,4410,3831,34.2,0,1,0,1
669,1,All Other,0.1324,507.15,3.29,3659,170,34,0,0,0,0
670,1,Debt Consolidation,0.1197,131.97,15.51,4290.041667,7902,17,2,0,0,0
671,1,Debt Consolidation,0.1197,99.6,14.8,4140.041667,14555,77,0,0,0,0
672,1,Debt Consolidation,0.1261,335.07,12.02,2699.041667,7607,46.7,0,0,0,0
673,1,Debt Consolidation,0.1387,375.26,20.93,2340.041667,17436,93.2,0,0,0,0
674,1,Debt Consolidation,0.1496,69.3,15.27,3720,5472,97.7,0,0,1,0
675,1,Debt Consolidation,0.1645,424.53,3.1,1140,4278,42.7,3,0,0,0
676,1,All Other,0.1422,144,16.69,4710,5804,50.9,0,1,3,0
677,1,Debt Consolidation,0.1645,566.04,14.74,2730.041667,3745,89.2,3,0,0,0
678,1,All Other,0.1904,916.95,14.43,5970.041667,39476,78.3,0,0,0,0
679,1,All Other,0.16,70.32,2.55,3509.958333,0,63,0,0,0,1
680,1,Debt Consolidation,0.1533,139.32,9.12,2820.041667,2653,49.1,1,0,0,1
681,0,Debt Consolidation,0.1671,385.27,26.52,2672.958333,21300,65.5,4,0,0,0
682,0,Major Purchase,0.1217,116.54,14.76,1022,4784,95.7,0,0,0,0
683,0,Debt Consolidation,0.1375,102.17,19.3,5668.958333,2545,14.4,4,1,0,1
684,0,Debt Consolidation,0.128,201.6,15.2,6449.958333,13622,79.7,4,2,1,0
685,1,Major Purchase,0.1379,163.57,2.45,1860,8757,67.9,0,0,0,0
686,1,Educational,0.179,108.3,19.97,10470.04167,29748,51.3,0,1,0,0
687,1,All Other,0.16,175.79,3.73,1530,3218,42.9,3,0,0,0
688,1,Debt Consolidation,0.1442,171.92,11.16,4170.041667,9493,56.8,1,0,0,0
689,1,Educational,0.1442,182.23,15.24,2760.041667,2401,57.2,0,0,0,0
690,1,Debt Consolidation,0.1505,85.87,19.87,4800,5517,34.1,2,0,0,1
691,1,Educational,0.1442,238.96,18,3780.041667,9394,44.6,3,0,0,1
692,1,Debt Consolidation,0.1821,290.07,10.76,1980.041667,9961,99.6,0,0,0,0
693,1,Home Improvement,0.1853,262.21,4.41,6120.041667,12513,99.3,0,0,0,0
694,1,Major Purchase,0.1537,174.24,11.67,2070.041667,8105,87.2,1,0,0,0
695,1,Debt Consolidation,0.1663,638.46,22.98,2310,18182,72.7,0,0,0,0
696,1,Home Improvement,0.1411,102.69,21.01,6120.041667,10025,57.8,1,1,0,0
697,1,Major Purchase,0.1442,206.3,14.75,2371.041667,9184,58.5,3,0,0,0
698,0,Debt Consolidation,0.1507,41.64,18.27,3342,9408,93.1,3,0,0,0
699,0,Home Improvement,0.157,227.56,22.32,6809.958333,63685,82.1,1,1,0,0
700,0,Debt Consolidation,0.1475,55.27,16.97,3929.958333,31140,52.6,1,1,0,0
701,0,All Other,0.1475,103.63,5.23,1800,2060,12.7,0,4,0,0
702,0,Educational,0.1507,52.05,10,1019.958333,1764,53.5,2,1,0,0
703,0,Debt Consolidation,0.1507,227.29,18.2,2879.958333,55753,79.8,1,0,0,0
704,0,Debt Consolidation,0.1588,140.4,21.45,2613,11157,54.7,2,0,0,0
705,0,All Other,0.1482,311.2,19.34,4139.958333,38329,77.3,0,0,0,1
706,0,Debt Consolidation,0.1387,231.98,14.64,3498,39411,97.8,1,0,0,0
707,0,Educational,0.1312,202.51,4.4,898.9583333,5251,49.3,9,0,0,0
708,0,Small Business,0.1691,142.43,19.62,2009.958333,1943,25.6,3,1,0,0
709,0,Major Purchase,0.1186,232.04,9.18,4110.041667,0,0,18,0,0,0
710,0,Debt Consolidation,0.1249,485.01,0.45,810.0416667,336,33.6,1,0,0,0
711,0,All Other,0.1186,198.89,4.54,930.0416667,6232,60.5,0,0,0,0
712,0,Educational,0.1141,65.87,4,330,333,37,4,0,0,0
713,0,Small Business,0.1236,200.32,14.51,2880,12508,34.7,5,0,0,1
714,0,Debt Consolidation,0.1615,704.63,21.83,5220.041667,33295,90.7,4,0,1,1
715,0,Debt Consolidation,0.1836,630.39,29.96,13979.04167,212629,87.4,3,0,0,1
716,0,Small Business,0.1836,726.67,25.27,8190.041667,210887,35.5,3,0,0,1
717,0,Debt Consolidation,0.1229,100.06,10.91,720,4223,38.3,3,0,0,1
718,0,Debt Consolidation,0.1608,111.75,26.03,2507.041667,19636,103.9,12,0,0,0
719,0,Debt Consolidation,0.1292,156.5,18.1,3750,133,11.1,6,2,0,0
720,0,Debt Consolidation,0.1292,269.25,12.07,3664,7661,67.7,5,0,1,0
721,0,All Other,0.1229,166.77,8.15,2819.041667,4476,59.7,6,1,0,1
722,1,All Other,0.1505,156.12,11.78,3213,6063,49.3,1,1,0,0
723,1,Debt Consolidation,0.1537,174.24,22.92,4079.958333,7566,47.3,1,1,0,0
724,1,All Other,0.16,123.06,23.45,3810,5369,89.5,0,0,0,0
725,1,Home Improvement,0.16,421.89,0.33,13080,12683,34.8,0,1,1,0
726,1,Debt Consolidation,0.1568,280.02,16.3,4499.958333,10702,59.8,0,0,0,0
727,1,Debt Consolidation,0.1632,247.2,3.99,2189.958333,4747,93.1,1,1,0,0
728,1,All Other,0.1568,245.02,5.57,1499.958333,4748,53.3,2,0,0,0
729,1,Debt Consolidation,0.1821,290.07,13.92,4889.958333,8111,57.9,2,0,0,0
730,1,Debt Consolidation,0.16,404.31,21.09,4529.958333,22416,67,1,0,0,0
731,1,Debt Consolidation,0.1632,474.97,18.64,7920,6021,57.9,0,1,0,0
732,1,Small Business,0.1695,356.27,11.18,3336.958333,6070,88,1,0,0,0
733,1,All Other,0.1496,207.87,18.43,5517,14417,82.9,0,0,0,0
734,1,Home Improvement,0.1568,385.02,14.97,12539.95833,9649,50.5,0,0,0,1
735,1,Debt Consolidation,0.1726,150.3,12.31,2669.958333,9753,95.9,1,0,0,0
736,1,All Other,0.1568,328.14,14.1,2669.958333,4485,25.8,0,2,0,1
737,1,Debt Consolidation,0.1537,209.08,13.24,5489.958333,24214,68,0,0,0,0
738,0,All Other,0.1754,538.84,10.01,2368.958333,2469,94.5,0,0,0,1
739,0,Home Improvement,0.1467,345.04,0.76,10859.95833,991,15.2,1,3,0,0
740,0,Educational,0.1596,421.65,4.61,299.9583333,339,82.7,12,0,0,0
741,0,Debt Consolidation,0.1375,166.88,3.01,1260,1893,90.1,2,0,1,1
742,0,Educational,0.1438,240.54,8.9,3000,5390,66.9,3,0,0,0
743,0,All Other,0.1407,143.69,12.55,2220,0,0,9,0,0,1
744,0,All Other,0.1412,119.83,10.19,3210,9771,86.4,4,0,0,0
745,0,Small Business,0.138,170.41,14.01,2880,22458,66.4,2,0,0,0
746,0,All Other,0.1538,209.12,11.5,8070,8686,90.5,0,1,0,0
747,0,Small Business,0.1443,257.91,17.67,3690,10221,70,1,0,1,0
748,0,Debt Consolidation,0.1665,170.3,24.8,4892,30177,63.7,0,0,0,0
749,0,Debt Consolidation,0.1412,59.92,17.7,3989.958333,30734,55.7,1,1,0,0
750,1,Debt Consolidation,0.1324,253.58,9.16,4298,5122,18.2,2,1,0,0
751,1,Small Business,0.1355,339.6,7.94,1939.958333,21162,57.7,0,0,0,0
752,1,Debt Consolidation,0.1375,255.43,14.29,1318.958333,4175,51.5,0,1,0,0
753,1,Educational,0.1154,39.6,2.04,1139,1153,75.8,2,0,0,0
754,1,Debt Consolidation,0.1217,179.8,7.1,2944,2040,36.2,2,0,0,0
755,1,Educational,0.1533,644.3,5.24,1770,22379,62.2,0,0,0,0
756,1,All Other,0.1249,234.15,5.01,1110,1061,81.9,3,0,0,0
757,1,Small Business,0.1217,166.48,0,2250,875,54.7,2,1,0,1
758,1,Debt Consolidation,0.1249,70.25,14.4,1469,458,91.6,1,0,0,1
759,1,Debt Consolidation,0.1568,420.02,14.21,4470,8664,93.2,1,0,0,0
760,1,Debt Consolidation,0.1474,241.76,17.28,3519,6547,56.9,0,0,0,0
761,1,Debt Consolidation,0.1474,207.23,4.96,3930,3402,47.9,2,0,0,0
762,1,Debt Consolidation,0.1474,189.96,21.33,3450,12041,59.3,3,0,0,0
763,1,Debt Consolidation,0.1505,381.61,7.78,3030.958333,9778,77.6,0,0,0,0
764,1,Debt Consolidation,0.1474,276.3,6.42,3779.958333,17588,47.8,0,2,0,0
765,1,All Other,0.1253,334.67,10.38,3270,26788,65.2,3,0,0,1
766,0,Debt Consolidation,0.1632,670.96,20.7,7353,32218,82.6,4,2,0,0
767,0,Educational,0.1505,333.04,24.27,4320,121352,94.2,0,0,0,0
768,0,Debt Consolidation,0.1379,153.34,18.83,5309.958333,10333,77.1,4,0,0,0
769,0,Debt Consolidation,0.1632,367.26,8.87,2910,13991,96.2,4,0,0,0
770,0,Educational,0.1461,172.38,20.21,4380,2986,38.8,4,0,1,0
771,0,All Other,0.1565,41.99,12.33,3270,18641,96.6,4,0,0,1
772,0,Debt Consolidation,0.1531,278.53,17.37,2313.041667,23600,78.9,4,0,0,0
773,0,Debt Consolidation,0.1299,175.19,3.89,180.0416667,3302,66,4,0,0,0
774,0,Debt Consolidation,0.1804,682.76,22.01,2399.041667,16265,76.7,1,0,0,0
775,0,Debt Consolidation,0.1583,526.1,13.52,6780.041667,198023,61.3,2,1,0,1
776,0,Debt Consolidation,0.1804,532.64,20.96,6360.041667,24391,98.4,3,2,0,0
777,0,All Other,0.1425,102.9,22.17,4949.041667,6710,54.6,1,0,0,0
778,0,Debt Consolidation,0.1709,211.51,26.52,7470.041667,18941,98.7,1,0,0,1
779,1,Educational,0.1474,189.96,14.35,3330,18659,91,0,0,0,0
780,1,Educational,0.1379,224.9,23.19,2279.958333,8799,55.1,0,0,0,0
781,1,Small Business,0.1411,205.38,2.48,2999.958333,4148,54.6,2,0,0,0
782,1,Educational,0.1442,388.53,22.29,3270,16672,72.5,0,0,0,0
783,1,Debt Consolidation,0.1474,207.23,15.02,5939.958333,36120,91.2,1,0,0,0
784,1,Debt Consolidation,0.1442,96.28,7.47,1492,3831,58,2,0,0,0
785,1,All Other,0.1347,72.94,15.01,4050,27385,51.4,0,0,0,0
786,1,Debt Consolidation,0.1442,343.83,3.68,14133,6383,30.1,1,2,0,0
787,1,Debt Consolidation,0.1632,741.59,13.61,3389.958333,9090,72.7,1,0,0,0
788,1,Debt Consolidation,0.1442,275.07,6.88,3960,9760,66.8,0,0,0,1
789,1,Home Improvement,0.1442,268.19,8.82,3240,9288,56.3,1,0,0,0
790,1,Small Business,0.1916,352.67,5.93,5820,11670,81.6,1,0,1,0
791,1,Debt Consolidation,0.1568,87.51,14.29,3809.958333,286,95.3,0,2,0,0
792,1,Small Business,0.1821,90.65,12.07,2460,19336,79.6,0,0,0,0
793,1,Small Business,0.2011,623.4,5.36,4169.958333,5848,24.3,3,3,0,1
794,1,Educational,0.16,421.89,13.26,1710,2626,61.1,3,0,0,0
795,1,Debt Consolidation,0.1695,320.65,11.67,3869.958333,22353,99.3,0,0,1,1
796,0,Debt Consolidation,0.1734,687.79,12.74,6583,20767,81.1,0,0,3,0
797,0,Debt Consolidation,0.145,206.53,19.92,5400.041667,12094,45.1,6,0,0,0
798,0,Major Purchase,0.1355,122.26,12.05,4139.041667,4397,84.6,1,0,1,0
799,0,Debt Consolidation,0.1387,119.41,3.94,2202,2728,48.7,3,0,0,0
800,0,Major Purchase,0.145,247.84,6.3,2070.041667,9978,83.8,1,2,0,0
801,0,Major Purchase,0.1418,287.83,1.49,3779.041667,2885,15.8,12,0,5,0
802,0,Debt Consolidation,0.164,530.33,13.71,2640,9955,58.9,2,0,0,0
803,0,Debt Consolidation,0.1734,644.8,10.73,4230.041667,12781,46,0,4,0,1
804,0,Major Purchase,0.1545,191.88,22.46,9089,70533,79.4,6,0,0,0
805,0,Debt Consolidation,0.1387,136.46,6.9,2669,5272,78.7,0,0,0,0
806,0,Home Improvement,0.1829,755.91,11.15,2129.041667,6637,72.9,7,0,0,1
807,0,All Other,0.1734,573.16,10.82,2399.041667,13967,68.3,8,0,0,0
808,1,All Other,0.1531,191.49,0.28,3390,68,2.5,0,0,0,0
809,1,Small Business,0.1253,60.24,15.21,2700,4293,66,2,0,0,0
810,0,All Other,0.167,461.52,11.7,8100,4040,91.8,5,2,1,0
811,0,Educational,0.1607,147.82,16.19,1260.041667,4445,53.5,4,0,0,1
812,0,Home Improvement,0.1607,87.99,14.2,4080,1530,36.4,7,0,0,1
813,0,Home Improvement,0.2164,729.7,8.63,8280.041667,55442,66.9,9,0,1,1
814,0,All Other,0.1867,547.36,15.76,10050.04167,13255,88.4,7,0,0,0
815,0,All Other,0.1979,37.06,22.17,5916,28854,59.8,6,0,1,0
816,1,All Other,0.1317,77.69,2.26,3895.958333,2211,88.4,0,0,0,0
817,1,Debt Consolidation,0.1229,320.19,8.8,3760.958333,4822,58.1,0,0,1,0
818,1,Small Business,0.1122,164.23,1.21,3990,27185,16.1,3,0,1,0
819,1,Small Business,0.1154,104.76,12.24,1289.958333,2867,55.1,3,0,0,1
820,1,Small Business,0.1217,266.37,10.2,3598.958333,26283,39.5,0,1,0,1
821,0,Small Business,0.1418,102.8,22.79,1650,7958,106.1,0,0,0,0
822,0,All Other,0.1324,104.81,12,8940,2829,108.8,0,0,0,0
823,0,Debt Consolidation,0.1292,60.58,8.34,1620.958333,442,12.6,3,0,0,0
824,0,Debt Consolidation,0.145,258.16,18.37,2190,18158,55.8,1,0,0,0
825,0,Educational,0.1355,135.84,17.63,1050,12514,53,1,0,0,0
826,0,All Other,0.1387,238.81,10.8,2324.958333,5710,48.8,0,1,0,0
827,0,Debt Consolidation,0.164,265.17,24.01,1589.958333,8772,52.5,4,0,0,0
828,0,Debt Consolidation,0.1355,203.76,12.15,3241,8918,70.2,3,0,0,1
829,0,Small Business,0.1387,218.34,17.37,1710,8312,85.7,0,1,0,0
830,0,All Other,0.1355,220.74,10.95,4620,4037,21.1,0,0,0,0
831,0,Educational,0.1261,67.02,17.69,4410,32135,91.1,11,0,0,0
832,0,Debt Consolidation,0.1254,150.63,10.89,5760,20578,29.7,11,0,0,0
833,0,Debt Consolidation,0.157,245.07,24.12,1770,12814,69.6,4,0,0,0
834,0,All Other,0.1791,144.43,29.9,3119.958333,15473,65.3,0,1,0,0
835,0,Educational,0.157,157.55,23.89,2130,5361,42.2,12,0,0,1
836,0,All Other,0.1443,137.55,20.37,8279.958333,27954,66.9,4,2,0,1
837,0,Debt Consolidation,0.1475,84.64,5.48,1080,2199,56.4,2,0,0,0
838,0,Educational,0.1759,107.85,29.74,4500,2663,20.3,0,1,0,0
839,0,Debt Consolidation,0.1462,275.84,16.12,2759.958333,3982,48,5,1,0,0
840,0,Debt Consolidation,0.1493,311.68,10.72,1950.041667,11255,73.6,5,0,0,0
841,0,Educational,0.16,114.27,20.2,1517.041667,1748,83.2,6,0,0,0
842,0,Debt Consolidation,0.1947,479.66,24.4,6030.041667,58439,70.8,9,0,0,0
843,0,Educational,0.1821,507.62,16.45,4531.041667,95801,82.8,7,0,0,1
844,1,Debt Consolidation,0.1392,256.03,13.9,5460,3676,70.5,0,0,0,1
845,1,Debt Consolidation,0.1392,273.1,13.38,3994,9356,50,2,0,1,0
846,1,All Other,0.1357,195.32,13.19,3660,10417,91.4,0,1,0,0
847,1,Debt Consolidation,0.1392,102.42,3.05,2490,4339,51.5,3,0,0,0
848,1,Educational,0.1249,100.35,12.77,1110,566,51.5,3,1,0,1
849,1,Debt Consolidation,0.1249,301.04,4.98,6630.041667,8644,72.6,1,0,0,0
850,1,Debt Consolidation,0.128,335.98,7.51,4109.041667,7251,80.6,3,0,2,0
851,1,Debt Consolidation,0.128,483.81,8.47,2670.041667,7104,93.5,2,0,0,1
852,1,Debt Consolidation,0.128,167.99,18.65,1380,5061,72.3,0,1,0,0
853,1,Debt Consolidation,0.1249,301.04,4.64,2222,8355,34.4,0,2,0,1
854,1,All Other,0.1217,199.78,6.81,2041.041667,19504,77.3,0,0,0,0
855,1,Debt Consolidation,0.133,67.68,22,1470,1042,37.2,3,1,0,0
856,1,Debt Consolidation,0.133,406.07,7.16,1530.041667,137,3.2,1,1,0,1
857,1,Small Business,0.1393,170.72,20.72,7109.041667,16613,18.3,1,1,0,1
858,1,Debt Consolidation,0.133,318.09,17.04,6179,5181,97.8,3,0,1,0
859,1,Debt Consolidation,0.1236,133.55,8.66,6839.041667,9380,44.1,1,0,1,1
860,1,Debt Consolidation,0.1236,133.55,9.48,4080.041667,2923,28.4,3,0,0,0
861,1,All Other,0.1236,240.39,4.58,3840.041667,0,0,2,0,0,0
862,1,Debt Consolidation,0.1267,117.38,13.1,9659.041667,16770,50.7,0,0,0,0
863,1,Small Business,0.1836,504.13,23.04,6690.041667,24280,93.4,3,0,0,0
864,1,Debt Consolidation,0.133,406.07,4.67,2849,7209,38.1,1,0,0,1
865,1,Small Business,0.133,338.39,6.31,6150,28653,89.3,0,0,0,1
866,0,Educational,0.1312,168.76,2.48,7528.958333,2636,32.9,1,0,0,0
867,0,Debt Consolidation,0.1754,500.22,23.65,2670,81695,92.9,0,0,0,0
868,0,Home Improvement,0.1628,59.12,26.52,3959.958333,51914,88.5,0,0,0,1
869,0,All Other,0.1387,255.86,20.95,6389.958333,14289,34.3,5,1,0,0
870,0,All Other,0.1191,116.1,8.44,4259.958333,390,32.5,4,0,0,0
871,0,Debt Consolidation,0.1411,266.99,19.5,3749.958333,3780,16.2,4,0,0,0
872,0,Educational,0.1759,269.61,27.47,3720,23618,62.3,6,1,0,1
873,0,Educational,0.1367,221.12,14.8,6511.958333,88223,89.4,4,0,0,1
874,0,Debt Consolidation,0.1715,116.12,22.32,2519.958333,13430,79.5,9,0,0,0
875,0,Debt Consolidation,0.1715,857.46,12.7,3179.958333,40099,52.8,6,0,0,0
876,0,Debt Consolidation,0.1778,901.06,12.99,5610.041667,35251,83.5,6,1,0,0
877,0,Debt Consolidation,0.1304,168.57,20.38,2370.041667,4546,56.1,4,0,0,1
878,0,Debt Consolidation,0.1462,189.64,20.45,1350,4609,83.8,4,0,0,0
879,1,All Other,0.1292,100.97,20.84,9119.958333,9642,64.3,0,2,0,0
880,1,Debt Consolidation,0.145,550.74,22.27,5159.958333,16930,70.8,0,0,0,0
881,1,Debt Consolidation,0.1324,223.15,22,2279.958333,6521,67.7,3,0,0,0
882,1,Educational,0.1197,109.56,17.4,1169.958333,8562,32.9,3,0,0,1
883,1,Debt Consolidation,0.1261,402.08,10.12,8864.958333,16083,70.2,0,0,1,0
884,1,Home Improvement,0.1197,149.4,15.49,5159.958333,22625,86.4,1,1,0,0
885,1,Small Business,0.1355,203.76,18.74,5820,16888,51.8,1,1,0,0
886,1,Debt Consolidation,0.1292,252.42,18.81,3889,12195,58.9,3,0,1,1
887,0,Major Purchase,0.1695,267.21,21.57,1079.958333,3132,78.3,2,0,0,0
888,0,Major Purchase,0.16,175.79,22.22,4769.958333,37335,55.7,6,0,0,0
889,0,Debt Consolidation,0.1442,85.96,24,2520,5475,48.8,4,0,0,0
890,0,All Other,0.16,87.9,5.13,930,727,72.7,3,0,0,0
891,0,Debt Consolidation,0.1821,184.02,6.85,809.9583333,5204,86.7,0,0,0,0
892,0,All Other,0.1608,281.58,25.27,3930.041667,41040,85.3,0,0,0,0
893,0,Debt Consolidation,0.1261,299.89,15.87,1590.041667,4139,63.7,8,0,0,0
894,0,Debt Consolidation,0.164,296.99,27.7,1949,27750,66.5,5,0,0,0
895,0,Debt Consolidation,0.1324,304.29,18.51,3329.958333,7920,76.9,10,0,0,0
896,0,Home Improvement,0.1355,271.68,21.28,1081,7184,66.5,3,0,0,0
897,0,All Other,0.1324,497.01,2.7,1800,923,21.5,7,0,0,1
898,0,Major Purchase,0.1324,338.1,9.13,2821,6673,40.9,4,1,0,1
899,0,Small Business,0.1229,200.12,17.69,10530,57578,76.9,5,0,0,0
900,0,Debt Consolidation,0.1292,84.14,22.32,6390,4744,32.1,9,0,0,1
901,0,Debt Consolidation,0.1797,361.38,29.72,8489.958333,25879,77.2,2,3,0,0
902,0,Debt Consolidation,0.1608,246.38,22.74,5519.958333,13910,77.7,0,1,0,0
903,0,Debt Consolidation,0.1418,171.33,10.38,4409.958333,9168,89,1,0,0,0
904,0,Major Purchase,0.133,84.6,0.96,180.0416667,177,88.5,1,0,0,1
905,0,Debt Consolidation,0.1615,176.16,24.36,7379,10402,81.9,3,0,0,1
906,0,Debt Consolidation,0.1804,627.6,21.03,7140.041667,73941,63.5,2,0,0,0
907,0,Debt Consolidation,0.1393,273.15,11.02,2632,2359,57.5,0,2,0,0
908,1,Debt Consolidation,0.1576,420.47,18.55,4560.041667,34841,89.6,0,0,0,0
909,1,Major Purchase,0.1608,879.92,6.4,5160,12704,54.1,0,3,0,1
910,1,Debt Consolidation,0.1261,234.55,9.63,1290.041667,11698,78.5,1,0,0,0
911,1,Debt Consolidation,0.1292,222.97,19.93,5729.041667,15049,71.3,0,0,0,0
912,1,Debt Consolidation,0.1261,201.04,3.89,5970.041667,20845,47.7,0,0,0,0
913,1,Debt Consolidation,0.1324,405.72,17.82,7349,18593,35,0,5,1,0
914,1,Debt Consolidation,0.1261,301.56,7.15,2579,1918,56.4,0,0,0,0
915,1,Debt Consolidation,0.1292,269.25,4.08,5820,1152,13.1,3,3,0,0
916,1,Debt Consolidation,0.1324,405.72,11.96,4890.041667,8671,61.5,0,0,0,0
917,1,Major Purchase,0.1355,407.52,17.07,7565.041667,2549,57.9,0,0,0,0
918,1,Debt Consolidation,0.1261,180.94,12.12,2729.041667,4565,68.1,0,1,0,0
919,0,Debt Consolidation,0.1109,65.57,9.98,390,0,0,0,0,0,0
920,0,Debt Consolidation,0.1583,701.47,13.94,4050,11346,103.1,6,0,0,1
921,0,All Other,0.1646,106.16,28.16,6480.041667,7846,25.8,4,1,0,0
922,0,All Other,0.1141,98.8,10.43,959.0416667,474,11.8,0,0,0,0
923,0,Small Business,0.1299,505.34,10.24,2250,4162,68.4,14,0,1,1
924,0,Debt Consolidation,0.1236,300.48,16.9,4440,45428,82.3,5,0,1,0
925,0,All Other,0.1166,66.11,17.29,3389.041667,42969,83.1,4,0,0,0
926,0,All Other,0.1166,52.89,16.64,5040.041667,59672,40.9,4,0,0,0
927,1,Small Business,0.145,258.16,21.84,4950,44098,92.3,2,0,0,0
928,1,All Other,0.1229,64.21,11.1,3059.958333,6317,45.4,0,0,0,0
929,1,All Other,0.1324,253.58,11.42,2609.958333,12844,51.8,1,0,1,0
930,1,All Other,0.1545,174.44,24.57,2435,1851,92.5,3,0,0,0
931,1,Debt Consolidation,0.1324,253.58,16.78,4260,89952,79.5,3,0,0,1
932,1,All Other,0.1292,201.94,4.76,1350,4378,71.2,0,0,0,0
933,1,Debt Consolidation,0.1261,134.03,10.92,4080,4736,16.8,2,1,0,0
934,1,All Other,0.1229,50.03,7.43,5219.958333,8545,30.6,2,0,0,0
935,1,All Other,0.157,297.58,24.91,4559.958333,8155,78.4,3,0,0,0
936,1,Small Business,0.1317,216.17,16.09,4865.958333,24568,74.4,0,0,0,0
937,1,Home Improvement,0.138,177.22,3.07,8370,13793,57.7,0,2,0,0
938,1,All Other,0.1475,221.08,12.47,1349.958333,117,5.3,3,0,0,0
939,1,Debt Consolidation,0.1507,260.25,19.44,5699.958333,27087,97.4,2,0,0,0
940,1,Debt Consolidation,0.1507,173.5,7.9,1500,5538,95.5,1,0,0,0
941,1,Major Purchase,0.1475,259.08,20.4,3240,1244,44.4,2,0,0,0
942,1,Educational,0.1286,50.44,13.45,4619.958333,10363,71,2,0,1,0
943,1,All Other,0.138,81.8,1.35,1890,3171,77.3,0,0,0,0
944,1,Educational,0.1349,254.48,9.58,7710,15030,52.2,1,0,0,1
945,1,Educational,0.1412,102.71,9.3,1470,5062,85.8,0,0,0,0
946,1,Debt Consolidation,0.1367,236.43,11.16,6839.958333,31081,28.3,1,1,0,0
947,1,All Other,0.1336,203.21,16.24,3539.958333,1995,30.7,1,0,0,0
948,1,Educational,0.1442,206.3,15.18,6709.041667,38616,76.3,1,0,0,0
949,1,Debt Consolidation,0.1399,222.13,13.81,3060.041667,29212,63.1,0,0,0,0
950,1,Debt Consolidation,0.1493,83.12,21.55,5460,4332,98.5,0,0,1,1
951,1,Debt Consolidation,0.1588,526.47,17.14,10170,13853,73.3,1,0,0,0
952,1,All Other,0.1304,202.28,11.06,8192.041667,42125,50.7,3,0,0,0
953,1,Educational,0.1241,160.38,13.81,2880,5034,45.4,3,1,1,1
954,1,Debt Consolidation,0.1272,167.8,17.03,2670.041667,7837,41.2,2,1,0,0
955,1,Debt Consolidation,0.1568,490.03,18.92,1680,20619,59.4,0,0,0,0
956,1,Debt Consolidation,0.1304,236,13.77,2970.041667,21159,76.1,0,0,0,0
957,1,Debt Consolidation,0.1695,712.54,13.61,4830.041667,16473,94.1,2,2,0,0
958,1,Debt Consolidation,0.1284,67.24,11.97,7313,11260,69.9,1,0,1,0
959,1,Debt Consolidation,0.1474,345.37,18.71,4740,18540,62.4,2,0,0,1
960,1,All Other,0.1316,101.32,14.08,3810.041667,2490,49.8,1,1,0,0
961,1,Debt Consolidation,0.1347,135.7,8.55,4620.041667,3469,56.9,1,0,1,1
962,1,All Other,0.1347,94.99,16.71,3000.041667,2275,49.5,1,0,0,0
963,1,Debt Consolidation,0.1739,143.39,23.81,4800.041667,44991,99.8,0,0,0,0
964,1,Debt Consolidation,0.1565,349.87,22.23,6960.041667,35876,80.8,1,0,0,0
965,1,All Other,0.1496,277.16,6.65,1920.041667,7855,74.1,0,0,0,0
