,Transaction_Id,Legal_Entity,Country,Correspondent_Name,Correspondent_Account,Counterparty,Settlement_Currency,Transaction_Date,Settlement_Date,Settlement_Time,Status,Direction,Settlement_Amount,Net_Settlement_Amount,Opening_Balance,Available,Expected,Processing,Anticipated,Collateral,Outlook_Amount,Forecast_Amount
2149,TXN2021101501641532A1,UK_PLC,UNITED KINGDOM,Account 15,RAND-0033,HSBC Hong Kong,GBP,2021-10-15,2021-10-15,11:21:33,Confirm,OUT,10985.14,-10985.14,,,-10985.14,,,,-10985.14,-10985.14
2150,TXN2021101501641533A1,EU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Argenta,GBP,2021-10-15,2021-10-15,11:21:35,Cleared,IN,5922.73,5922.73,,5922.73,,5922.73,,,5922.73,5922.73
2151,TXN2021101501641534A1,JP_BRANCH,HONG KONG,"China Construction Bank (Asia) Corporation Limited, Hong Kong",4444 3007 5500,Argenta,HKD,2021-10-15,2021-10-15,11:21:45,Matched,OUT,107239.48,-107239.48,,,-107239.48,,,,-107239.48,-107239.48
2152,TXN2021101501641535A1,CH_BRANCH,JAPAN,MUFG Bank ltd,333-0420700,HSBC Hong Kong,JPY,2021-10-15,2021-10-15,11:21:49,Advised,OUT,300693.53,-300693.53,,,-300693.53,,,,-300693.53,-300693.53
2153,TXN2021101501641536A1,EU_BRANCH,JAPAN,Mizuho Bank Limited,2222010,Sumitomo Mitsui Financial Group,JPY,2021-10-15,2021-10-15,11:21:49,Confirm,IN,2683618.37,2683618.37,,,2683618.37,,,,2683618.37,2683618.37
2154,TXN2021101501641537A1,AU_BRANCH,AUSTRALIA,Account 5,RAND-0005,Wells Fargo,AUD,2021-10-15,2021-10-15,11:21:52,Matched,OUT,9041.63,-9041.63,,,-9041.63,,,,-9041.63,-9041.63
2155,TXN2021101501641538A1,EU_BRANCH,BELGIUM,Account 17,RAND-0017,Wells Fargo,EUR,2021-10-15,2021-10-15,11:22:05,Confirm,IN,6360.79,6360.79,,,6360.79,,,,6360.79,6360.79
2156,TXN2021101501641539A1,EU_BRANCH,FRANCE,Account 15,RAND-0015,HSBC Hong Kong,EUR,2021-10-15,2021-10-15,11:22:06,Settled,OUT,2173.32,-2173.32,,-2173.32,,,,,-2173.32,-2173.32
2157,TXN2021101501641540A1,EU_BRANCH,BELGIUM,Account 16,RAND-0016,Macquarie Bank,EUR,2021-10-15,2021-10-15,11:22:20,Advised,OUT,8607.6,-8607.6,,,-8607.6,,,,-8607.6,-8607.6
2158,TXN2021101501641541A1,US_BRANCH,UNITED STATES,Account 4,RAND-0040,Société Générale,USD,2021-10-15,2021-10-15,11:22:27,Advised,IN,10782.77,10782.77,,,10782.77,,,,10782.77,10782.77
2159,TXN2021101501641542A1,UK_PLC,UNITED KINGDOM,"China Construction Bank (Asia) Corporation Limited, Hong Kong",ATOTI-0032,Macquarie Bank,GBP,2021-10-15,2021-10-15,11:22:47,Contracted,IN,1870.81,1870.81,,,1870.81,,,,1870.81,1870.81
2160,TXN2021101501641543A1,HK_BRANCH,HONG KONG,Account 5,RAND-0023,Sumitomo Mitsui Financial Group,HKD,2021-10-15,2021-10-15,11:22:51,Held,OUT,90794.06,-90794.06,,,,-90794.06,,,-90794.06,-90794.06
2161,TXN2021101501641544A1,JP_BRANCH,JAPAN,TSB,ATOTI-0026,Sumitomo Mitsui Financial Group,JPY,2021-10-15,2021-10-15,11:22:57,Deal,IN,1954737.67,1954737.67,,,1954737.67,,,,1954737.67,1954737.67
2162,TXN2021101501641545A1,JP_BRANCH,UNITED KINGDOM,Lloyds Bank plc,14441004,Standard Chartered,GBP,2021-10-15,2021-10-15,11:22:57,Behavioural,OUT,2435.2,-2435.2,,,,,-2435.2,,,-2435.2
2163,TXN2021101501641546A1,CH_BRANCH,AUSTRALIA,ING Bank NV/SA,ATOTI-0009,Sumitomo Mitsui Financial Group,CHF,2021-10-15,2021-10-15,11:23:03,Advised,OUT,11125.09,-11125.09,,,-11125.09,,,,-11125.09,-11125.09
2164,TXN2021101501641547A1,CH_BRANCH,AUSTRALIA,Account 12,RAND-0012,Macquarie Bank,CHF,2021-10-15,2021-10-15,11:23:04,Confirm,OUT,5530.52,-5530.52,,,-5530.52,,,,-5530.52,-5530.52
2165,TXN2021101501641548A1,JP_BRANCH,UNITED KINGDOM,Lloyds Bank plc,14441004,Wells Fargo,GBP,2021-10-15,2021-10-15,11:23:06,Rejected,IN,3691.54,3691.54,,3691.54,,,,,3691.54,3691.54
2166,TXN2021101501641549A1,UK_PLC,UNITED KINGDOM,"Barclays Bank PLC, London",ATOTI-0031,Julius Baer Group,GBP,2021-10-15,2021-10-15,11:23:06,Collateral,OUT,2320.39,-2320.39,,,,,,-2320.39,,-2320.39
2167,TXN2021101501641550A1,EU_BRANCH,BELGIUM,Account 17,RAND-0017,Standard Chartered,EUR,2021-10-15,2021-10-15,11:23:10,Confirm,OUT,4964.61,-4964.61,,,-4964.61,,,,-4964.61,-4964.61
2168,TXN2021101501641551A1,CH_BRANCH,AUSTRALIA,Account 9,RAND-0009,Standard Chartered,CHF,2021-10-15,2021-10-15,11:23:22,Contracted,OUT,8156.64,-8156.64,,,-8156.64,,,,-8156.64,-8156.64
2169,TXN2021101501641552A1,US_BRANCH,UNITED STATES,Lloyds Bank plc,ATOTI-0039,Sumitomo Mitsui Financial Group,USD,2021-10-15,2021-10-15,11:23:34,Rejected,OUT,730.92,-730.92,,-730.92,,,,,-730.92,-730.92
2170,TXN2021101501641553A1,UK_PLC,UNITED KINGDOM,Account 17,RAND-0035,Argenta,GBP,2021-10-15,2021-10-15,11:23:52,Confirm,IN,6001.27,6001.27,,,6001.27,,,,6001.27,6001.27
2171,TXN2021101501641554A1,HK_BRANCH,AUSTRALIA,"Australia and New Zealand Banking Group Limited, Australia",837555AUD00001,Macquarie Bank,AUD,2021-10-15,2021-10-15,11:23:57,Confirm,IN,14904.47,14904.47,,,14904.47,,,,14904.47,14904.47
2172,TXN2021101501641555A1,HK_BRANCH,HONG KONG,Account 1,RAND-0019,Macquarie Bank,HKD,2021-10-15,2021-10-15,11:23:57,Confirm,IN,106624.19,106624.19,,,106624.19,,,,106624.19,106624.19
2173,TXN2021101501641556A1,JP_BRANCH,JAPAN,Account 9,RAND-0027,Wells Fargo,JPY,2021-10-15,2021-10-15,11:24:06,Indicated,IN,127713.2,127713.2,,,,,127713.2,,,127713.2
2174,TXN2021101501641557A1,EU_BRANCH,JAPAN,Mizuho Bank Limited,2222010,Société Générale,JPY,2021-10-15,2021-10-15,11:24:07,Rejected,OUT,963151.3,-963151.3,,-963151.3,,,,,-963151.3,-963151.3
2175,TXN2021101501641558A1,EU_BRANCH,BELGIUM,Account 17,RAND-0017,HSBC Hong Kong,EUR,2021-10-15,2021-10-15,11:24:11,Matched,OUT,10612.55,-10612.55,,,-10612.55,,,,-10612.55,-10612.55
2176,TXN2021101501641559A1,UK_PLC,UNITED KINGDOM,Account 17,RAND-0035,Commerzbank,GBP,2021-10-15,2021-10-15,11:24:13,Cancel,IN,2880.5,2880.5,,2880.5,,,,,2880.5,2880.5
2177,TXN2021101501641560A1,UK_PLC,UNITED KINGDOM,Account 15,RAND-0033,Julius Baer Group,GBP,2021-10-15,2021-10-15,11:24:14,Indicated,IN,2904.21,2904.21,,,,,2904.21,,,2904.21
2178,TXN2021101501641561A1,AU_BRANCH,AUSTRALIA,Account 5,RAND-0005,HSBC Hong Kong,AUD,2021-10-15,2021-10-15,11:24:15,Settled,OUT,2843.23,-2843.23,,-2843.23,,,,,-2843.23,-2843.23
2179,TXN2021101501641562A1,CH_BRANCH,BELGIUM,ING Bank NV/SA,BE363011110005781,HSBC Hong Kong,EUR,2021-10-15,2021-10-15,11:24:26,Indicated,OUT,2042.04,-2042.04,,,,,-2042.04,,,-2042.04
2180,TXN2021101501641563A1,EU_BRANCH,SWITZERLAND,"Credit Suisse AG, Zurich",0835-0970333-53-000,Commerzbank,CHF,2021-10-15,2021-10-15,11:24:31,Advised,OUT,6272.24,-6272.24,,,-6272.24,,,,-6272.24,-6272.24
2181,TXN2021101501641564A1,JP_BRANCH,JAPAN,Mitsui,ATOTI-0027,Argenta,JPY,2021-10-15,2021-10-15,11:24:33,Cancel,OUT,886489.18,-886489.18,,-886489.18,,,,,-886489.18,-886489.18
2182,TXN2021101501641565A1,HK_BRANCH,HONG KONG,Account 4,RAND-0022,HSBC Hong Kong,HKD,2021-10-15,2021-10-15,11:24:38,Deal,OUT,137292.37,-137292.37,,,-137292.37,,,,-137292.37,-137292.37
2183,TXN2021101501641566A1,US_BRANCH,UNITED STATES,Lloyds Bank plc,ATOTI-0039,Macquarie Bank,USD,2021-10-15,2021-10-15,11:24:38,Held,OUT,1896.57,-1896.57,,,,-1896.57,,,-1896.57,-1896.57
2184,TXN2021101501641567A1,EU_BRANCH,BELGIUM,Bank of China,ATOTI-0017,Wells Fargo,EUR,2021-10-15,2021-10-15,11:24:42,Confirm,IN,7405.03,7405.03,,,7405.03,,,,7405.03,7405.03
2185,TXN2021101501641568A1,JP_BRANCH,AUSTRALIA,"Westpac Banking Corporation, Sydney",ATO0001978,Commerzbank,AUD,2021-10-15,2021-10-15,11:24:47,Behavioural,OUT,1464.91,-1464.91,,,,,-1464.91,,,-1464.91
2186,TXN2021101501641569A1,JP_BRANCH,HONG KONG,"China Construction Bank (Asia) Corporation Limited, Hong Kong",4444 3007 5500,Standard Chartered,HKD,2021-10-15,2021-10-15,11:24:48,Confirm,OUT,12814.25,-12814.25,,,-12814.25,,,,-12814.25,-12814.25
2187,TXN2021101501641570A1,US_BRANCH,UNITED STATES,Lloyds Bank plc,ATOTI-0039,Commerzbank,USD,2021-10-15,2021-10-15,11:24:50,Advised,IN,18545.3,18545.3,,,18545.3,,,,18545.3,18545.3
2188,TXN2021101501641571A1,UK_PLC,UNITED KINGDOM,"J.P Morgan Chase Bank, New York",ATOTI-0036,HSBC Hong Kong,GBP,2021-10-15,2021-10-15,11:25:03,Cleared,OUT,3009.8,-3009.8,,-3009.8,,-3009.8,,,-3009.8,-3009.8
2189,TXN2021101501641572A1,HK_BRANCH,SWITZERLAND,"UBS AG, Zurich",06660000087750050000P,Commerzbank,CHF,2021-10-15,2021-10-15,11:25:04,Confirm,OUT,6401.07,-6401.07,,,-6401.07,,,,-6401.07,-6401.07
2190,TXN2021101501641573A1,EU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Wells Fargo,GBP,2021-10-15,2021-10-15,11:25:05,Cleared,OUT,1023.42,-1023.42,,-1023.42,,-1023.42,,,-1023.42,-1023.42
2191,TXN2021101501641574A1,EU_BRANCH,UNITED STATES,"Citibank NA, New York",36266668,Sumitomo Mitsui Financial Group,USD,2021-10-15,2021-10-15,11:25:07,Confirm,IN,14895.34,14895.34,,,14895.34,,,,14895.34,14895.34
2192,TXN2021101501641575A1,UK_PLC,UNITED KINGDOM,"China Construction Bank (Asia) Corporation Limited, Hong Kong",ATOTI-0032,HSBC Hong Kong,GBP,2021-10-15,2021-10-15,11:25:11,Contracted,OUT,10178.97,-10178.97,,,-10178.97,,,,-10178.97,-10178.97
2193,TXN2021101501641576A1,JP_BRANCH,JAPAN,Lloyds,ATOTI-0025,Sumitomo Mitsui Financial Group,JPY,2021-10-15,2021-10-15,11:25:15,Cleared,OUT,100203.11,-100203.11,,-100203.11,,-100203.11,,,-100203.11,-100203.11
2194,TXN2021101501641577A1,UK_PLC,UNITED KINGDOM,"Barclays Bank PLC, London",ATOTI-0031,Julius Baer Group,GBP,2021-10-15,2021-10-15,11:25:22,Cleared,OUT,2142.36,-2142.36,,-2142.36,,-2142.36,,,-2142.36,-2142.36
2195,TXN2021101501641578A1,US_BRANCH,UNITED STATES,Account 3,RAND-0039,Standard Chartered,USD,2021-10-15,2021-10-15,11:25:24,Deal,OUT,10847.49,-10847.49,,,-10847.49,,,,-10847.49,-10847.49
2196,TXN2021101501641579A1,AU_BRANCH,AUSTRALIA,Account 4,RAND-0004,Argenta,AUD,2021-10-15,2021-10-15,11:25:29,Rejected,IN,1552.94,1552.94,,1552.94,,,,,1552.94,1552.94
2197,TXN2021101501641580A1,AU_BRANCH,AUSTRALIA,Account 1,RAND-0001,Commerzbank,AUD,2021-10-15,2021-10-15,11:25:41,Rejected,OUT,3114.32,-3114.32,,-3114.32,,,,,-3114.32,-3114.32
2198,TXN2021101501641581A1,JP_BRANCH,JAPAN,Account 12,RAND-0030,Sumitomo Mitsui Financial Group,JPY,2021-10-15,2021-10-15,11:25:42,Cancel,OUT,139283.7,-139283.7,,-139283.7,,,,,-139283.7,-139283.7
2199,TXN2021101501641582A1,HK_BRANCH,BELGIUM,ING Bank NV/SA,BE363011110005781,Société Générale,EUR,2021-10-15,2021-10-15,11:25:46,Settled,OUT,4502.46,-4502.46,,-4502.46,,,,,-4502.46,-4502.46
2200,TXN2021101501641583A1,UK_PLC,UNITED KINGDOM,CMB Wing Lung Bank Ltd,ATOTI-0034,HSBC Hong Kong,GBP,2021-10-15,2021-10-15,11:25:49,Deal,IN,8138.18,8138.18,,,8138.18,,,,8138.18,8138.18
2201,TXN2021101501641584A1,AU_BRANCH,AUSTRALIA,Account 5,RAND-0005,HSBC Hong Kong,AUD,2021-10-15,2021-10-15,11:25:58,Settled,IN,6888.48,6888.48,,6888.48,,,,,6888.48,6888.48
2202,TXN2021101501641585A1,HK_BRANCH,HONG KONG,Account 6,RAND-0024,Wells Fargo,HKD,2021-10-15,2021-10-15,11:26:00,Deal,OUT,105484.13,-105484.13,,,-105484.13,,,,-105484.13,-105484.13
2203,TXN2021101501641586A1,HK_BRANCH,HONG KONG,Barclays,ATOTI-0020,Argenta,HKD,2021-10-15,2021-10-15,11:26:03,Cancel,IN,56425.2,56425.2,,56425.2,,,,,56425.2,56425.2
2204,TXN2021101501641587A1,CH_BRANCH,AUSTRALIA,"J.P Morgan Chase Bank, New York",ATOTI-0007,Standard Chartered,CHF,2021-10-15,2021-10-15,11:26:10,Advised,OUT,7066.5,-7066.5,,,-7066.5,,,,-7066.5,-7066.5
2205,TXN2021101501641588A1,EU_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,Argenta,HKD,2021-10-15,2021-10-15,11:26:27,Settled,OUT,7867.47,-7867.47,,-7867.47,,,,,-7867.47,-7867.47
2206,TXN2021101501641589A1,UK_PLC,UNITED KINGDOM,"China Construction Bank (Asia) Corporation Limited, Hong Kong",ATOTI-0032,Macquarie Bank,GBP,2021-10-15,2021-10-15,11:26:31,Collateral,IN,1734.43,1734.43,,,,,,1734.43,,1734.43
2207,TXN2021101501641590A1,AU_BRANCH,UNITED STATES,"J.P Morgan Chase Bank, New York",987777175,Commerzbank,USD,2021-10-15,2021-10-15,11:26:35,Matched,IN,6011.21,6011.21,,,6011.21,,,,6011.21,6011.21
2208,TXN2021101501641591A1,AU_BRANCH,UNITED STATES,"J.P Morgan Chase Bank, New York",987777175,Wells Fargo,USD,2021-10-15,2021-10-15,11:26:36,Deal,IN,8634.63,8634.63,,,8634.63,,,,8634.63,8634.63
2209,TXN2021101501641592A1,EU_BRANCH,AUSTRALIA,"Westpac Banking Corporation, Sydney",ATO0001978,Macquarie Bank,AUD,2021-10-15,2021-10-15,11:26:40,Contracted,OUT,18673.12,-18673.12,,,-18673.12,,,,-18673.12,-18673.12
2210,TXN2021101501641593A1,EU_BRANCH,SWITZERLAND,"Credit Suisse AG, Zurich",0835-0970333-53-000,Julius Baer Group,CHF,2021-10-15,2021-10-15,11:26:41,Cancel,OUT,1972.95,-1972.95,,-1972.95,,,,,-1972.95,-1972.95
2211,TXN2021101501641594A1,AU_BRANCH,AUSTRALIA,Account 5,RAND-0005,Commerzbank,AUD,2021-10-15,2021-10-15,11:26:53,Deal,IN,18203.63,18203.63,,,18203.63,,,,18203.63,18203.63
2212,TXN2021101501641595A1,HK_BRANCH,UNITED STATES,"J.P Morgan Chase Bank, New York",987777175,Commerzbank,USD,2021-10-15,2021-10-15,11:27:00,Cancel,OUT,7749.97,-7749.97,,-7749.97,,,,,-7749.97,-7749.97
2213,TXN2021101501641596A1,EU_BRANCH,FRANCE,Account 15,RAND-0015,Wells Fargo,EUR,2021-10-15,2021-10-15,11:27:07,Confirm,OUT,10598.37,-10598.37,,,-10598.37,,,,-10598.37,-10598.37
2214,TXN2021101501641597A1,AU_BRANCH,AUSTRALIA,Account 6,RAND-0006,HSBC Hong Kong,AUD,2021-10-15,2021-10-15,11:27:12,Deal,IN,17069.19,17069.19,,,17069.19,,,,17069.19,17069.19
2215,TXN2021101501641598A1,AU_BRANCH,AUSTRALIA,Account 2,RAND-0001,Julius Baer Group,AUD,2021-10-15,2021-10-15,11:27:15,Rejected,OUT,1639.25,-1639.25,,-1639.25,,,,,-1639.25,-1639.25
2216,TXN2021101501641599A1,EU_BRANCH,FRANCE,MUFG Bank ltd,ATOTI-0013,Argenta,EUR,2021-10-15,2021-10-15,11:27:17,Settled,IN,11079.58,11079.58,,11079.58,,,,,11079.58,11079.58
2217,TXN2021101501641600A1,US_BRANCH,UNITED STATES,ING Bank NV/SA,ATOTI-0038,Commerzbank,USD,2021-10-15,2021-10-15,11:27:29,Confirm,OUT,6104.79,-6104.79,,,-6104.79,,,,-6104.79,-6104.79
2218,TXN2021101501641601A1,US_BRANCH,UNITED STATES,ING Bank NV/SA,ATOTI-0038,Argenta,USD,2021-10-15,2021-10-15,11:27:31,Contracted,OUT,7985.44,-7985.44,,,-7985.44,,,,-7985.44,-7985.44
2219,TXN2021101501641602A1,UK_PLC,UNITED KINGDOM,Account 14,RAND-0032,Macquarie Bank,GBP,2021-10-15,2021-10-15,11:27:36,Matched,OUT,5104.66,-5104.66,,,-5104.66,,,,-5104.66,-5104.66
2220,TXN2021101501641603A1,US_BRANCH,UNITED STATES,Account 5,RAND-0041,Société Générale,USD,2021-10-15,2021-10-15,11:27:36,Confirm,IN,13864.52,13864.52,,,13864.52,,,,13864.52,13864.52
2221,TXN2021101501641604A1,JP_BRANCH,UNITED STATES,"Citibank NA, New York",36266668,Commerzbank,USD,2021-10-15,2021-10-15,11:27:46,Behavioural,IN,5061.74,5061.74,,,,,5061.74,,,5061.74
2222,TXN2021101501641605A1,CH_BRANCH,AUSTRALIA,Account 8,RAND-0008,Argenta,CHF,2021-10-15,2021-10-15,11:27:56,Matched,OUT,3289.06,-3289.06,,,-3289.06,,,,-3289.06,-3289.06
2223,TXN2021101501641606A1,CH_BRANCH,UNITED STATES,"J.P Morgan Chase Bank, New York",987777175,Argenta,USD,2021-10-15,2021-10-15,11:27:58,Advised,IN,19683.42,19683.42,,,19683.42,,,,19683.42,19683.42
2224,TXN2021101501641607A1,CH_BRANCH,AUSTRALIA,Account 11,RAND-0011,Wells Fargo,CHF,2021-10-15,2021-10-15,11:28:00,Deal,IN,6079.59,6079.59,,,6079.59,,,,6079.59,6079.59
2225,TXN2021101501641608A1,CH_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,Commerzbank,HKD,2021-10-15,2021-10-15,11:28:26,Cleared,OUT,21335.24,-21335.24,,-21335.24,,-21335.24,,,-21335.24,-21335.24
2226,TXN2021101501641609A1,US_BRANCH,UNITED STATES,Account 2,RAND-0038,Standard Chartered,USD,2021-10-15,2021-10-15,11:28:26,Indicated,OUT,11692.91,-11692.91,,,,,-11692.91,,,-11692.91
2227,TXN2021101501641610A1,EU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Macquarie Bank,GBP,2021-10-15,2021-10-15,11:28:30,Contracted,IN,3419.53,3419.53,,,3419.53,,,,3419.53,3419.53
2228,TXN2021101501641611A1,JP_BRANCH,JAPAN,Mitsui,ATOTI-0027,Commerzbank,JPY,2021-10-15,2021-10-15,11:28:36,Collateral,IN,1161387.78,1161387.78,,,,,,1161387.78,,1161387.78
2229,TXN2021101501641612A1,AU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Julius Baer Group,GBP,2021-10-15,2021-10-15,11:29:03,Deal,OUT,6603.62,-6603.62,,,-6603.62,,,,-6603.62,-6603.62
2230,TXN2021101501641613A1,AU_BRANCH,AUSTRALIA,"China Construction Bank (Asia) Corporation Limited, Hong Kong",ATOTI-0003,Société Générale,AUD,2021-10-15,2021-10-15,11:29:03,Cancel,IN,6262.49,6262.49,,6262.49,,,,,6262.49,6262.49
2231,TXN2021101501641614A1,UK_PLC,BELGIUM,ING Bank NV/SA,BE363011110005781,HSBC Hong Kong,EUR,2021-10-15,2021-10-15,11:29:09,Confirm,OUT,4441.81,-4441.81,,,-4441.81,,,,-4441.81,-4441.81
2232,TXN2021101501641615A1,EU_BRANCH,FRANCE,JPMorgan,ATOTI-0015,Argenta,EUR,2021-10-15,2021-10-15,11:29:10,Deal,OUT,6804.88,-6804.88,,,-6804.88,,,,-6804.88,-6804.88
2233,TXN2021101501641616A1,JP_BRANCH,SWITZERLAND,"Credit Suisse AG, Zurich",0835-0970333-53-000,Macquarie Bank,CHF,2021-10-15,2021-10-15,11:29:20,Cleared,OUT,1747.29,-1747.29,,-1747.29,,-1747.29,,,-1747.29,-1747.29
2234,TXN2021101501641617A1,UK_PLC,UNITED KINGDOM,Account 16,RAND-0034,HSBC Hong Kong,GBP,2021-10-15,2021-10-15,11:29:27,Collateral,OUT,476.01,-476.01,,,,,,-476.01,,-476.01
2235,TXN2021101501641618A1,CH_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,Wells Fargo,HKD,2021-10-15,2021-10-15,11:29:29,Deal,IN,95467.94,95467.94,,,95467.94,,,,95467.94,95467.94
2236,TXN2021101501641619A1,CH_BRANCH,AUSTRALIA,Account 8,RAND-0008,Argenta,CHF,2021-10-15,2021-10-15,11:29:31,Collateral,OUT,4051.93,-4051.93,,,,,,-4051.93,,-4051.93
2237,TXN2021101501641620A1,CH_BRANCH,UNITED STATES,"J.P Morgan Chase Bank, New York",987777175,Société Générale,USD,2021-10-15,2021-10-15,11:29:34,Cleared,OUT,2377.24,-2377.24,,-2377.24,,-2377.24,,,-2377.24,-2377.24
2238,TXN2021101501641621A1,US_BRANCH,SWITZERLAND,"UBS AG, Zurich",06660000087750050000P,Macquarie Bank,CHF,2021-10-15,2021-10-15,11:29:44,Contracted,OUT,5017.0,-5017.0,,,-5017.0,,,,-5017.0,-5017.0
2239,TXN2021101501641622A1,EU_BRANCH,FRANCE,Account 14,RAND-0014,Macquarie Bank,EUR,2021-10-15,2021-10-15,11:29:51,Deal,IN,8298.49,8298.49,,,8298.49,,,,8298.49,8298.49
2240,TXN2021101501641623A1,CH_BRANCH,AUSTRALIA,"J.P Morgan Chase Bank, New York",ATOTI-0007,Julius Baer Group,CHF,2021-10-15,2021-10-15,11:29:52,Matched,OUT,7082.75,-7082.75,,,-7082.75,,,,-7082.75,-7082.75
2241,TXN2021101501641624A1,EU_BRANCH,FRANCE,JPMorgan,ATOTI-0015,Sumitomo Mitsui Financial Group,EUR,2021-10-15,2021-10-15,11:29:52,Behavioural,IN,7685.04,7685.04,,,,,7685.04,,,7685.04
2242,TXN2021101501641625A1,EU_BRANCH,FRANCE,Account 15,RAND-0015,Argenta,EUR,2021-10-15,2021-10-15,11:30:02,Indicated,IN,3158.86,3158.86,,,,,3158.86,,,3158.86
2243,TXN2021101501641626A1,US_BRANCH,UNITED STATES,Account 3,RAND-0039,Wells Fargo,USD,2021-10-15,2021-10-15,11:30:03,Deal,OUT,13636.49,-13636.49,,,-13636.49,,,,-13636.49,-13636.49
2244,TXN2021101501641627A1,AU_BRANCH,UNITED STATES,"J.P Morgan Chase Bank, New York",987777175,Société Générale,USD,2021-10-15,2021-10-15,11:30:06,Held,OUT,2662.14,-2662.14,,,,-2662.14,,,-2662.14,-2662.14
2245,TXN2021101501641628A1,UK_PLC,UNITED KINGDOM,Account 18,RAND-0036,Commerzbank,GBP,2021-10-15,2021-10-15,11:30:08,Confirm,OUT,4310.44,-4310.44,,,-4310.44,,,,-4310.44,-4310.44
2246,TXN2021101501641629A1,HK_BRANCH,HONG KONG,NORDEA,ATOTI-0024,Société Générale,HKD,2021-10-15,2021-10-15,11:30:10,Advised,OUT,66652.23,-66652.23,,,-66652.23,,,,-66652.23,-66652.23
2247,TXN2021101501641630A1,EU_BRANCH,FRANCE,MUFG Bank ltd,ATOTI-0013,Société Générale,EUR,2021-10-15,2021-10-15,11:30:34,Advised,OUT,7864.71,-7864.71,,,-7864.71,,,,-7864.71,-7864.71
2248,TXN2021101501641631A1,AU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Argenta,GBP,2021-10-15,2021-10-15,11:30:35,Indicated,OUT,3456.01,-3456.01,,,,,-3456.01,,,-3456.01
2249,TXN2021101501641632A1,CH_BRANCH,AUSTRALIA,Account 9,RAND-0009,Sumitomo Mitsui Financial Group,CHF,2021-10-15,2021-10-15,11:30:36,Collateral,IN,2283.66,2283.66,,,,,,2283.66,,2283.66
2250,TXN2021101501641633A1,CH_BRANCH,JAPAN,MUFG Bank ltd,333-0420700,Standard Chartered,JPY,2021-10-15,2021-10-15,11:30:39,Matched,OUT,424360.33,-424360.33,,,-424360.33,,,,-424360.33,-424360.33
2251,TXN2021101501641634A1,JP_BRANCH,JAPAN,TSB,ATOTI-0026,Julius Baer Group,JPY,2021-10-15,2021-10-15,11:30:39,Rejected,OUT,1577208.38,-1577208.38,,-1577208.38,,,,,-1577208.38,-1577208.38
2252,TXN2021101501641635A1,AU_BRANCH,UNITED STATES,"J.P Morgan Chase Bank, New York",987777175,Sumitomo Mitsui Financial Group,USD,2021-10-15,2021-10-15,11:30:42,Rejected,IN,4225.21,4225.21,,4225.21,,,,,4225.21,4225.21
2253,TXN2021101501641636A1,EU_BRANCH,UNITED KINGDOM,"Barclays Bank PLC, London",20325555629413,Argenta,GBP,2021-10-15,2021-10-15,11:30:43,Advised,OUT,14843.51,-14843.51,,,-14843.51,,,,-14843.51,-14843.51
2254,TXN2021101501641637A1,HK_BRANCH,HONG KONG,Abbey,ATOTI-0021,Standard Chartered,HKD,2021-10-15,2021-10-15,11:30:43,Confirm,IN,82231.84,82231.84,,,82231.84,,,,82231.84,82231.84
2255,TXN2021101501641638A1,US_BRANCH,UNITED STATES,Account 5,RAND-0041,Macquarie Bank,USD,2021-10-15,2021-10-15,11:30:49,Cleared,OUT,370.51,-370.51,,-370.51,,-370.51,,,-370.51,-370.51
2256,TXN2021101501641639A1,HK_BRANCH,BELGIUM,ING Bank NV/SA,BE363011110005781,Commerzbank,EUR,2021-10-15,2021-10-15,11:30:50,Collateral,OUT,3744.79,-3744.79,,,,,,-3744.79,,-3744.79
2257,TXN2021101501641640A1,AU_BRANCH,AUSTRALIA,Account 6,RAND-0006,Macquarie Bank,AUD,2021-10-15,2021-10-15,11:30:57,Cleared,OUT,3952.6,-3952.6,,-3952.6,,-3952.6,,,-3952.6,-3952.6
2258,TXN2021101501641641A1,EU_BRANCH,FRANCE,Account 14,RAND-0014,Sumitomo Mitsui Financial Group,EUR,2021-10-15,2021-10-15,11:31:14,Matched,OUT,12863.98,-12863.98,,,-12863.98,,,,-12863.98,-12863.98
2259,TXN2021101501641642A1,EU_BRANCH,HONG KONG,CMB Wing Lung Bank Ltd,6011950999,Commerzbank,HKD,2021-10-15,2021-10-15,11:31:19,Rejected,OUT,23141.46,-23141.46,,-23141.46,,,,,-23141.46,-23141.46
2260,TXN2021101501641643A1,US_BRANCH,UNITED STATES,Account 3,RAND-0039,Wells Fargo,USD,2021-10-15,2021-10-15,11:31:20,Confirm,OUT,13637.15,-13637.15,,,-13637.15,,,,-13637.15,-13637.15
